;pmid;title;abstract;source;group;Manual;id;stratify_col
3778;1002022;Tumor tales: diabetes mellitus insights;Background: dementia affects cardiac patients worldwide, particularly involving acute lymphoblastic leukemia and lung cancer. Methods: We conducted a observational study to evaluate statins in 84 patients, examining multiple myeloma parameters. Results: improved patient outcomes. Conclusion: clinical practice guidelines.;synthetic data;oncological;;3779;synthetic data|oncological
3481;1001816;biopsy reveals hepatitis secrets;Research question: How does statins affect dementia through encephalopathy mechanisms? Methods: randomized controlled study with 176 cardiac patients, assessing aortic aneurysm and white matter. Results: improved patient outcomes. Implications: cost-effectiveness implications.;synthetic data;neurological|cardiovascular;;3482;synthetic data|neurological|cardiovascular
3903;1002144;EEG reveals hypertension secrets;Research question: How does aspirin affect cancer through pyelonephritis mechanisms? Methods: randomized controlled study with 350 adult population, assessing glomerulus and nash. Results: improved patient outcomes. Implications: clinical relevance.;synthetic data;neurological|hepatorenal;;3904;synthetic data|neurological|hepatorenal
688;2950248;Dipyridamole-induced myocardial ischemia.;"Angina and ischemic electrocardiographic changes occurred after administration of oral dipyridamole in four patients awaiting urgent myocardial revascularization procedures. To our knowledge, this has not previously been reported as a side effect of preoperative dipyridamole therapy, although dipyridamole-induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease. Epicardial coronary collateral vessels were demonstrated in all four patients; a coronary ""steal"" phenomenon may be the mechanism of the dipyridamole-induced ischemia observed.";bc5cdr;cardiovascular;;689;bc5cdr|cardiovascular
2829;1001464;When cerebral cortex meets Parkinson's disease: a neurological perspective;Research question: How does beta-blockers affect hypertension through craniopharyngioma mechanisms? Methods: prospective study with 251 diabetic patients, assessing cerebral infarction and glutamate. Results: improved patient outcomes. Implications: potential therapeutic benefits.;synthetic data;neurological;;2830;synthetic data|neurological
586;12639165;Ticlopidine-induced cholestatic hepatitis.;"OBJECTIVE: To report 2 cases of ticlopidine-induced cholestatic hepatitis, investigate its mechanism, and compare the observed main characteristics with those of the published cases. CASE SUMMARIES: Two patients developed prolonged cholestatic hepatitis after receiving ticlopidine following percutaneous coronary angioplasty, with complete remission during the follow-up period. T-cell stimulation by therapeutic concentration of ticlopidine was demonstrated in vitro in the patients, but not in healthy controls. DISCUSSION: Cholestatic hepatitis is a rare complication of the antiplatelet agent ticlopidine; several cases have been reported but few in the English literature. Our patients developed jaundice following treatment with ticlopidine and showed the clinical and laboratory characteristics of cholestatic hepatitis, which resolved after discontinuation of the drug. Hepatitis may develop weeks after discontinuation of the drug and may run a prolonged course, but complete remission was observed in all reported cases. An objective causality assessment revealed that the adverse drug event was probably related to the use of ticlopidine. The mechanisms of this ticlopidine-induced cholestasis are unclear. Immune mechanisms may be involved in the drug's hepatotoxicity, as suggested by the T-cell stimulation study reported here. CONCLUSIONS: Cholestatic hepatitis is a rare adverse effect of ticlopidine that may be immune mediated. Patients receiving the drug should be monitored with liver function tests along with complete blood cell counts. This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.";bc5cdr;neurological|cardiovascular|hepatorenal;;587;bc5cdr|neurological|cardiovascular|hepatorenal
872;9088814;Combined effects of prolonged prostaglandin E1-induced hypotension and haemodilution on human hepatic function.;"Combined effects of prolonged prostaglandin E1 (PGE1)-induced hypotension and haemodilution on hepatic function were studied in 30 patients undergoing hip surgery. The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution. Haemodilution in groups B and C was produced by withdrawing approximately 1000 mL of blood and replacing it with the same amount of dextran solution, and final haematocrit values were 21 or 22%. Controlled hypotension in groups A and C was induced with PGE1 to maintain mean arterial blood pressure at 55 mmHg for 180 min. Measurements included arterial ketone body ratio (AKBR, aceto-acetate/3-hydroxybutyrate) and clinical hepatic function parameters. AKBR and biological hepatic function tests showed no change throughout the time course in groups A and B. In group C, AKBR showed a significant decrease at 120 min (-40%) and at 180 min (-49%) after the start of hypotension and at 60 min (-32%) after recovery of normotension, and SGOT, SGPT, LDH and total bilirubin showed significant increases after operation. The results suggest that a prolonged combination of more than 120 min of PGE1-induced hypotension and moderate haemodilution would cause impairment of hepatic function.";bc5cdr;cardiovascular|hepatorenal;;873;bc5cdr|cardiovascular|hepatorenal
1005;24653743;A Case of Sudden Cardiac Death due to Pilsicainide-Induced Torsades de Pointes.;"An 84-year-old male received oral pilsicainide, a pure sodium channel blocker with slow recovery kinetics, to convert his paroxysmal atrial fibrillation to a sinus rhythm; the patient developed sudden cardiac death two days later. The Holter electrocardiogram, which was worn by chance, revealed torsade de pointes with gradually prolonged QT intervals. This drug is rapidly absorbed from the gastrointestinal tract, and most of it is excreted from the kidney. Although the patient's renal function was not highly impaired and the dose of pilsicainide was low, the plasma concentration of pilsicainide may have been high, which can produce torsades de pointes in the octogenarian. Although the oral administration of class IC drugs, including pilsicainide, is effective to terminate atrial fibrillation, careful consideration must be taken before giving these drugs to octogenarians.";bc5cdr;cardiovascular|hepatorenal;;1006;bc5cdr|cardiovascular|hepatorenal
4040;1002260;chf and Alzheimer's disease: vascular insights;Hypothesis: ACE inhibitors improves dementia outcomes via heart rate pathways. Methods: retrospective trial with 366 diabetic patients, measuring regurgitation and immunotherapy. Results: enhanced therapeutic response. Conclusion: clinical relevance.;synthetic data;cardiovascular|oncological;;4041;synthetic data|cardiovascular|oncological
1274;12452552;Neuroleptic malignant syndrome complicated by massive intestinal bleeding in a patient with chronic renal failure.;A patient with chronic renal failure (CRF) developed neuroleptic malignant syndrome (NMS) after administration of risperidone and levomepromazine. In addition to the typical symptoms of NMS, massive intestinal bleeding was observed during the episode. This report suggests that NMS in a patient with CRF may be complicated by intestinal bleeding and needs special caution for this complication.;bc5cdr;neurological|hepatorenal;;1275;bc5cdr|neurological|hepatorenal
1364;19419794;Increased vulnerability to 6-hydroxydopamine lesion and reduced development of dyskinesias in mice lacking CB1 cannabinoid receptors.;Motor impairment, dopamine (DA) neuronal activity and proenkephalin (PENK) gene expression in the caudate-putamen (CPu) were measured in 6-OHDA-lesioned and treated (L-DOPA+benserazide) CB1 KO and WT mice. A lesion induced by 6-OHDA produced more severe motor deterioration in CB1 KO mice accompanied by more loss of DA neurons and increased PENK gene expression in the CPu. Oxidative/nitrosative and neuroinflammatory parameters were estimated in the CPu and cingulate cortex (Cg). CB1 KO mice exhibited higher MDA levels and iNOS protein expression in the CPu and Cg compared to WT mice. Treatment with L-DOPA+benserazide (12 weeks) resulted in less severe dyskinesias in CB1 KO than in WT mice. The results revealed that the lack of cannabinoid CB1 receptors increased the severity of motor impairment and DA lesion, and reduced L-DOPA-induced dyskinesias. These results suggest that activation of CB1 receptors offers neuroprotection against dopaminergic lesion and the development of L-DOPA-induced dyskinesias.;bc5cdr;neurological;;1365;bc5cdr|neurological
3068;1001390;primary sclerosing cholangitis pathways in chronic kidney disease;Aim: To investigate metformin effects on dementia through azotemia analysis. Methods: 222 cancer patients underwent randomized controlled evaluation with liver and kidney assessment. Results: superior clinical efficacy. Conclusion: treatment optimization.;synthetic data;hepatorenal;;3069;synthetic data|hepatorenal
508;8938427;Complete genomic sequence and analysis of 117 kb of human DNA containing the gene BRCA1.;Over 100 distinct disease-associated mutations have been identified in the breast-ovarian cancer susceptibility gene BRCA1 . Loss of the wild-type allele in > 90 % of tumors from patients with inherited BRCA1 mutations indicates tumor suppressive function . The low incidence of somatic mutations suggests that BRCA1 inactivation in sporadic tumors occurs by alternative mechanisms , such as interstitial chromosomal deletion or reduced transcription . To identify possible features of the BRCA1 genomic region that may contribute to chromosomal instability as well as potential transcriptional regulatory elements , a 117 , 143-bp DNA sequence encompassing BRCA1 was obtained by random sequencing of four cosmids identified from a human chromosome 17 specific library . The 24 exons of BRCA1 span an 81-kb region that has an unusually high density of Alu repetitive DNA ( 41 . 5 % ) , but relatively low density ( 4 . 8 % ) of other repetitive sequences . BRCA1 intron lengths range in size from 403 bp to 9 . 2 kb and contain the intragenic microsatellite markers D17S1323 , D17S1322 , and D17S855 , which localize to introns 12 , 19 , and 20 , respectively . In addition to BRCA1 , the contig contains two complete genes  Rho7 , a member of the rho family of GTP binding proteins , and VAT1 , an abundant membrane protein of cholinergic synaptic vesicles . Partial sequences of the 1A1-3B B-box protein pseudogene and IFP 35 , an interferon induced leucine zipper protein , reside within the contig . An L21 ribosomal protein pseudogene is embedded in BRCA1 intron 13 . The order of genes on the chromosome is  centromere-1FP 35-VAT1-Rho7-BRCA1-1A1-3B-telomere;NCBI;neurological|oncological;;509;NCBI|neurological|oncological
1348;18189308;p75NTR expression in rat urinary bladder sensory neurons and spinal cord with cyclophosphamide-induced cystitis.;A role for nerve growth factor (NGF) in contributing to increased voiding frequency and altered sensation from the urinary bladder has been suggested. Previous studies have examined the expression and regulation of tyrosine kinase receptors (Trks) in micturition reflexes with urinary bladder inflammation. The present studies examine the expression and regulation of another receptor known to bind NGF, p75(NTR), after various durations of bladder inflammation induced by cyclophosphamide (CYP). CYP-induced cystitis increased (P < or = 0.001) p75(NTR) expression in the superficial lateral and medial dorsal horn in L1-L2 and L6-S1 spinal segments. The number of p75(NTR)-immunoreactive (-IR) cells in the lumbosacral dorsal root ganglia (DRG) also increased (P < or = 0.05) with CYP-induced cystitis (acute, intermediate, and chronic). Quantitative, real-time polymerase chain reaction also demonstrated significant increases (P < or = 0.01) in p75(NTR) mRNA in DRG with intermediate and chronic CYP-induced cystitis. Retrograde dye-tracing techniques with Fastblue were used to identify presumptive bladder afferent cells in the lumbosacral DRG. In bladder afferent cells in DRG, p75(NTR)-IR was also increased (P < or = 0.01) with cystitis. In addition to increases in p75(NTR)-IR in DRG cell bodies, increases (P < or = 0.001) in pericellular (encircling DRG cells) p75(NTR)-IR in DRG also increased. Confocal analyses demonstrated that pericellular p75(NTR)-IR was not colocalized with the glial marker, glial fibrillary acidic protein (GFAP). These studies demonstrate that p75(NTR) expression in micturition reflexes is present constitutively and modified by bladder inflammation. The functional significance of p75(NTR) expression in micturition reflexes remains to be determined.;bc5cdr;neurological;;1349;bc5cdr|neurological
3561;1001754;cirrhosis and lymphoma: vascular insights;Research question: How does aspirin affect heart disease through heart rate mechanisms? Methods: retrospective study with 158 elderly patients, assessing nephrolithiasis and hepatitis. Results: superior clinical efficacy. Implications: healthcare advancement.;synthetic data;cardiovascular|hepatorenal;;3562;synthetic data|cardiovascular|hepatorenal
94;10631148;Meiotic segregation analysis of RB1 alleles in retinoblastoma pedigrees by use of single-sperm typing.;In hereditary retinoblastoma , different epidemiological studies have indicated a preferential paternal transmission of mutant retinoblastoma alleles to offspring , suggesting the occurrence of a meiotic drive . To investigate this mechanism , we analyzed sperm samples from six individuals from five unrelated families affected with hereditary retinoblastoma . Single-sperm typing techniques were performed for each sample by study of two informative short tandem repeats located either in or close to the retinoblastoma gene ( RB1 ) . The segregation probability of mutant RB1 alleles in sperm samples was assessed by use of the SPERMSEG program , which includes experimental parameters , recombination fractions between the markers , and segregation parameters . A total of 2 , 952 single sperm from the six donors were analyzed . We detected a significant segregation distortion in the data as a whole ( P = . 0099 ) and a significant heterogeneity in the segregation rate across donors ( . 0092 ) . Further analysis shows that this result can be explained by segregation distortion in favor of the normal allele in one donor only and that it does not provide evidence of a significant segregation distortion in the other donors . The segregation distortion favoring the mutant RB1 allele does not seem to occur during spermatogenesis , and , thus , meiotic drive may result either from various mechanisms , including a fertilization advantage or a better mobility in sperm bearing a mutant RB1 gene , or from the existence of a defectively imprinted gene located on the human X chromosome .;NCBI;neurological;;95;NCBI|neurological
1259;11401944;Phase 2 early afterdepolarization as a trigger of polymorphic ventricular tachycardia in acquired long-QT syndrome : direct evidence from intracellular recordings in the intact left ventricular wall.;BACKGROUND: This study examined the role of phase 2 early afterdepolarization (EAD) in producing a trigger to initiate torsade de pointes (TdP) with QT prolongation induced by dl-sotalol and azimilide. The contribution of transmural dispersion of repolarization (TDR) to transmural propagation of EAD and the maintenance of TdP was also evaluated. METHODS AND RESULTS: Transmembrane action potentials from epicardium, midmyocardium, and endocardium were recorded simultaneously, together with a transmural ECG, in arterially perfused canine and rabbit left ventricular preparations. dl-Sotalol preferentially prolonged action potential duration (APD) in M cells dose-dependently (1 to 100 micromol/L), leading to QT prolongation and an increase in TDR. Azimilide, however, significantly prolonged APD and QT interval at concentrations from 0.1 to 10 micromol/L but shortened them at 30 micromol/L. Unlike dl-sotalol, azimilide (>3 micromol/L) increased epicardial APD markedly, causing a diminished TDR. Although both dl-sotalol and azimilide rarely induced EADs in canine left ventricles, they produced frequent EADs in rabbits, in which more pronounced QT prolongation was seen. An increase in TDR by dl-sotalol facilitated transmural propagation of EADs that initiated multiple episodes of spontaneous TdP in 3 of 6 rabbit left ventricles. Of note, although azimilide (3 to 10 micromol/L) increased APD more than dl-sotalol, its EADs often failed to propagate transmurally, probably because of a diminished TDR. CONCLUSIONS: This study provides the first direct evidence from intracellular action potential recordings that phase 2 EAD can be generated from intact ventricular wall and produce a trigger to initiate the onset of TdP under QT prolongation.;bc5cdr;cardiovascular;;1260;bc5cdr|cardiovascular
3310;1001874;hepatitis and hematuria: organ interplay;Aim: To investigate beta-blockers effects on cancer through glomerulonephritis analysis. Methods: 167 elderly patients underwent longitudinal evaluation with acute kidney injury and fatty liver assessment. Results: favorable safety profile. Conclusion: safety considerations.;synthetic data;hepatorenal;;3311;synthetic data|hepatorenal
985;24234943;Syndrome of inappropriate antidiuretic hormone secretion associated with desvenlafaxine.;OBJECTIVE: To report a case of syndrome of inappropriate anti-diuretic hormone (SIADH) secretion associated with desvenlafaxine. CASE SUMMARY: A 57-year old female with hyponatraemia. Her medications included desvenlafaxine, and symptoms included nausea, anxiety and confusion. The serum sodium at this time was 120 mmol/L, serum osmolality was 263 mosmol/kg, urine osmolality 410 mosmol/kg and urine sodium 63 mmol/L, consistent with a diagnosis of SIADH. Desvenlafaxine was ceased and fluid restriction implemented. After 4 days the sodium increased to 128 mmol/L and fluid restriction was relaxed. During her further 3 weeks inpatient admission the serum sodium ranged from 134 to 137 mmol/L during treatment with mirtazapine. DISCUSSION: SIADH has been widely reported with a range of antidepressants. This case report suggests that desvenlafaxine might cause clinically significant hyponatremia. CONCLUSIONS: Clinicians should be aware of the potential for antidepressants to cause hyponatremia,and take appropriate corrective action where necessary.;bc5cdr;neurological;;986;bc5cdr|neurological
315;7769092;Purification of human very-long-chain acyl-coenzyme A dehydrogenase and characterization of its deficiency in seven patients.;Mitochondrial very-long-chain acyl-coenzyme A dehydrogenase ( VLCAD ) was purified from human liver . The molecular masses of the native enzyme and the subunit were estimated to be 154 and 70 kD , respectively . The enzyme was found to catalyze the major part of mitochondrial palmitoylcoenzyme A dehydrogenation in liver , heart , skeletal muscle , and skin fibroblasts ( 89-97 , 86-99 , 96-99 , and 78-87 % , respectively ) . Skin fibroblasts from 26 patients suspected of having a disorder of mitochondrial beta-oxidation were analyzed for VLCAD protein using immunoblotting , and 7 of them contained undetectable or trace levels of the enzyme . The seven deficient fibroblast lines were characterized by measuring acyl-coenzyme A dehydrogenation activities , overall palmitic acid oxidation , and VLCAD protein synthesis using pulse-chase , further confirming the diagnosis of VLCAD deficiency . These results suggested the heterogenous nature of the mutations causing the deficiency in the seven patients . Clinically , all patients with VLCAD deficiency exhibited cardiac disease . At least four of them presented with hypertrophic cardiomyopathy . This frequency ( > 57 % ) was much higher than that observed in patients with other disorders of mitochondrial long-chain fatty acid oxidation that may be accompanied by cardiac disease in infants . .;NCBI;cardiovascular|hepatorenal;;316;NCBI|cardiovascular|hepatorenal
396;9358014;Ethnic differences in the HFE codon 282 (Cys/Tyr) polymorphism.;Recent studies have shown that hereditary hemochromatosis ( HH ) is likely to be caused by homozygosity for a Cys282Tyr mutation in the HFE gene located 4 . 5 Mb telomeric to HLA-A . Population studies of this polymorphism are facilitated by the fact that the Cys282Tyr mutation creates a Rsal restriction site . We have studied the codon 282 ( Cys / Tyr ) polymorphism in different ethnic groups . In agreement with previous observations the Tyr allele appeared to be rare or absent in Asiatic ( Indian , Chinese ) populations . The highest allele frequency ( 7 . 5 % ) was found in Swedes . Saamis ( 2 % ) and Mordvinians ( 1 . 8 % ) had significantly lower frequencies of the Tyr allele . Comparisons with allele frequencies based on prevalence estimates of HH showed some disagreements with the RFLP data , particularly in Finns . The newly described HFE marker provides a new approach to the screening of HH as well as studies of the relationship between the HFE Tyr allele and different disorders including cancer;NCBI;oncological;;397;NCBI|oncological
2728;1001262;dementia and memory loss: exploring neural pathways;Background: cancer affects adult population worldwide, particularly involving transient ischemic attack and huntington disease. Methods: We conducted a randomized controlled study to evaluate ACE inhibitors in 329 patients, examining craniopharyngioma parameters. Results: significant improvement in primary endpoints. Conclusion: therapeutic innovation.;synthetic data;neurological;;2729;synthetic data|neurological
2113;1000600;septum and leukemia: vascular insights;Research question: How does aspirin affect diabetes through embolism mechanisms? Methods: observational study with 229 cancer patients, assessing ventricular tachycardia and arterial. Results: significant improvement in primary endpoints. Implications: need for further investigation.;synthetic data;cardiovascular;;2114;synthetic data|cardiovascular
2257;1000888;arrhythmia and diabetes mellitus: vascular insights;Purpose: This retrospective study examined beta-blockers for cancer in cardiac patients. The investigation included analysis of prolapse, myocardial, and hypertension. Methods: 128 participants were included. Results: improved patient outcomes. Implications: healthcare advancement.;synthetic data;cardiovascular;;2258;synthetic data|cardiovascular
336;7951327;The LEC rat has a deletion in the copper transporting ATPase gene homologous to the Wilson disease gene.;The Long-Evans Cinnamon ( LEC ) rat shows similarity to Wilson disease in many clinical and biochemical features . We have cloned cDNAs for the rat gene ( Atp7b ) homologous to the human Wilson disease gene ( ATP7B ) and have used them to identify a partial deletion in the Atp7b gene in the LEC rat . The deletion removes at least 900 bp of the coding region at the 3 end , includes the crucial ATP binding domain and extends downstream of the gene . Our results provide convincing evidence for defining the LEC rat as an animal model for Wilson disease . This model will be important for studying liver pathophysiology , for developing therapy for Wilson disease and for studying the pathway of copper transport and its possible interaction with other heavy metals . .;NCBI;hepatorenal;;337;NCBI|hepatorenal
99;10677309;ATM-heterozygous germline mutations contribute to breast cancer-susceptibility.;"Approximately 0 . 5 % -1 % of the general population has been estimated to be heterozygous for a germline mutation in the ATM gene . Mutations in the ATM gene are responsible for the autosomal recessive disorder ataxia-telangiectasia ( A-T ) ( MIM 208900 ) . The finding that ATM-heterozygotes have an increased relative risk for breast cancer was supported by some studies but not confirmed by others . In view of this discrepancy , we examined the frequency of ATM germline mutations in a selected group of Dutch patients with breast cancer . We have analyzed ATM germline mutations in normal blood lymphocytes , using the protein-truncation test followed by genomic-sequence analysis . A high percentage of ATM germline mutations was demonstrated among patients with sporadic breast cancer . The 82 patients included in this study had developed breast cancer at age < 45 and had survived > / = 5 years ( mean 15 years ) , and in 33 ( 40 % ) of the patients a contralateral breast tumor had been diagnosed . Among these patients we identified seven ( 8 . 5 % ) ATM germline mutations , of which five are distinct . One splice-site mutation ( IVS10-6T-- > G ) was detected three times in our series . Four heterozygous carriers were patients with bilateral breast cancer . Our results indicate that the mutations identified in this study are "" A-T disease-causing "" mutations that might be associated with an increased risk of breast cancer in heterozygotes . We conclude that ATM heterozygotes have an approximately ninefold-increased risk of developing a type of breast cancer characterized by frequent bilateral occurrence , early age at onset , and long-term survival . The specific characteristics of our population of patients may explain why such a high frequency was not found in other series .";NCBI;neurological|oncological;;100;NCBI|neurological|oncological
1032;24975837;Kinin B2 receptor deletion and blockage ameliorates cisplatin-induced acute renal injury.;"Cisplatin treatment has been adopted in some chemotherapies; however, this drug can induce acute kidney injury due its ability to negatively affect renal function, augment serum levels of creatinine and urea, increase the acute tubular necrosis score and up-regulate cytokines (e.g., IL-1b and TNF-a). The kinin B2 receptor has been associated with the inflammation process, as well as the regulation of cytokine expression, and its deletion resulted in an improvement in the diabetic nephropathy status. To examine the role of the kinin B2 receptor in cisplatin-induced acute kidney injury, kinin B2 receptor knockout mice were challenged with cisplatin. Additionally, WT mice were treated with a B2 receptor antagonist after cisplatin administration. B2 receptor-deficient mice were less sensitive to this drug than the WT mice, as shown by reduced weight loss, better preservation of kidney function, down regulation of inflammatory cytokines and less acute tubular necrosis. Moreover, treatment with the kinin B2 receptor antagonist effectively reduced the levels of serum creatinine and blood urea after cisplatin administration. Thus, our data suggest that the kinin B2 receptor is involved in cisplatin-induced acute kidney injury by mediating the necrotic process and the expression of inflammatory cytokines, thus resulting in declined renal function. These results highlight the kinin B2 receptor antagonist treatment in amelioration of nephrotoxicity induced by cisplatin therapy.";bc5cdr;hepatorenal;;1033;bc5cdr|hepatorenal
3018;1001290;aki pathways in Alzheimer's disease;Background: dementia affects elderly patients worldwide, particularly involving albumin and ckd. Methods: We conducted a cross-sectional study to evaluate beta-blockers in 167 patients, examining hepatocellular carcinoma parameters. Results: superior clinical efficacy. Conclusion: safety considerations.;synthetic data;hepatorenal;;3019;synthetic data|hepatorenal
752;18768591;Serum- and glucocorticoid-inducible kinase 1 in doxorubicin-induced nephrotic syndrome.;Doxorubicin-induced nephropathy leads to epithelial sodium channel (ENaC)-dependent volume retention and renal fibrosis. The aldosterone-sensitive serum- and glucocorticoid-inducible kinase SGK1 has been shown to participate in the stimulation of ENaC and to mediate renal fibrosis following mineralocorticoid and salt excess. The present study was performed to elucidate the role of SGK1 in the volume retention and fibrosis during nephrotic syndrome. To this end, doxorubicin (15 mug/g body wt) was injected intravenously into gene-targeted mice lacking SGK1 (sgk1(-/-)) and their wild-type littermates (sgk1(+/+)). Doxorubicin treatment resulted in heavy proteinuria (>100 mg protein/mg crea) in 15/44 of sgk1(+/+) and 15/44 of sgk1(-/-) mice leading to severe nephrotic syndrome with ascites, lipidemia, and hypoalbuminemia in both genotypes. Plasma aldosterone levels increased in nephrotic mice of both genotypes and was followed by increased SGK1 protein expression in sgk1(+/+) mice. Urinary sodium excretion reached signficantly lower values in sgk1(+/+) mice (15 +/- 5 mumol/mg crea) than in sgk1(-/-) mice (35 +/- 5 mumol/mg crea) and was associated with a significantly higher body weight gain in sgk1(+/+) compared with sgk1(-/-) mice (+6.6 +/- 0.7 vs. +4.1 +/- 0.8 g). During the course of nephrotic syndrome, serum urea concentrations increased significantly faster in sgk1(-/-) mice than in sgk1(+/+) mice leading to uremia and a reduced median survival in sgk1(-/-) mice (29 vs. 40 days in sgk1(+/+) mice). In conclusion, gene-targeted mice lacking SGK1 showed blunted volume retention, yet were not protected against renal fibrosis during experimental nephrotic syndrome.;bc5cdr;hepatorenal;;753;bc5cdr|hepatorenal
2812;1001430;Mind matters: colorectal cancer and alzheimer disease;Study design: observational investigation of beta-blockers in diabetes. Participants: 129 diabetic patients with neuropathy and als evaluation. Results: decreased mortality rates with huntington disease correlation. Conclusion: potential therapeutic benefits.;synthetic data;neurological;;2813;synthetic data|neurological
3435;1001724;When pulmonary embolism meets Parkinson's disease: a neurological perspective;Research question: How does aspirin affect diabetes through restrictive cardiomyopathy mechanisms? Methods: longitudinal study with 349 cancer patients, assessing systolic and parkinson disease. Results: significant improvement in primary endpoints. Implications: cost-effectiveness implications.;synthetic data;neurological|cardiovascular;;3436;synthetic data|neurological|cardiovascular
1998;1000370;coronary and multiple sclerosis: vascular insights;Objective: To assess the efficacy of beta-blockers in dementia, with focus on tricuspid valve and pe. Methods: 379 adult population were randomized to receive beta-blockers or placebo, with transient ischemic attack monitoring. Results: superior clinical efficacy. Conclusion: patient care improvement.;synthetic data;cardiovascular;;1999;synthetic data|cardiovascular
248;2912069;Two point mutations are responsible for G6PD polymorphism in Sardinia.;"The human X-linked gene encoding glucose 6-phosphate dehydrogenase ( G6PD ) is highly polymorphic ; more than 300 G6PD variants have been identified . G6PD deficiency in different geographical areas appears to have arisen through independent mutational events , but within the same population it may also be heterogeneous . One example is the island of Sardinia , where careful clinical and biochemical studies have identified four different G6PD variants . We cloned and sequenced the four G6PD variants from Sardinia and found that only two mutations are responsible for G6PD deficiency in this area  one mutation is the cause of the G6PD Seattle-like phenotype , a milder form of G6PD deficiency ; the other mutation is responsible for all forms of very severe G6PD deficiency in Sardinia and , possibly , in the Mediterranean . .";NCBI;neurological;;249;NCBI|neurological
3874;1002086;multiple sclerosis pathways in stroke;Hypothesis: ACE inhibitors improves dementia outcomes via gfr pathways. Methods: longitudinal trial with 115 diabetic patients, measuring glutamate and encephalitis. Results: improved disease management. Conclusion: safety considerations.;synthetic data;neurological|hepatorenal;;3875;synthetic data|neurological|hepatorenal
1146;3746148;Non-invasive detection of coronary artery disease by body surface electrocardiographic mapping after dipyridamole infusion.;"Electrocardiographic changes after dipyridamole infusion (0.568 mg/kg/4 min) were studied in 41 patients with coronary artery disease and compared with those after submaximal treadmill exercise by use of the body surface mapping technique. Patients were divided into three groups; 19 patients without myocardial infarction (non-MI group), 14 with anterior infarction (ANT-MI) and eight with inferior infarction (INF-MI). Eighty-seven unipolar electrocardiograms (ECGs) distributed over the entire thoracic surface were simultaneously recorded. After dipyridamole, ischemic ST-segment depression (0.05 mV or more) was observed in 84% of the non-MI group, 29% of the ANT-MI group, 63% of the INF-MI group and 61% of the total population. Exercise-induced ST depression was observed in 84% of the non-MI group, 43% of the ANT-MI group, 38% of the INF-MI group and 61% of the total. For individual patients, there were no obvious differences between the body surface distribution of ST depression in both tests. The increase in pressure rate product after dipyridamole was significantly less than that during the treadmill exercise. The data suggest that the dipyridamole-induced myocardial ischemia is caused by the inhomogenous distribution of myocardial blood flow. We conclude that the dipyridamole ECG test is as useful as the exercise ECG test for the assessment of coronary artery disease.";bc5cdr;neurological|cardiovascular;;1147;bc5cdr|neurological|cardiovascular
1420;7651879;Seizure after flumazenil administration in a pediatric patient.;Flumazenil is a benzodiazepine receptor antagonist used to reverse sedation and respiratory depression induced by benzodiazepines. Seizures and cardiac arrhythmias have complicated its use in adult patients. Overdose patients who have coingested tricyclic antidepressants have a higher risk of these complications. Little information exists concerning adverse effects of flumazenil in children. We report the occurrence of a generalized tonic-clonic seizure in a pediatric patient following the administration of flumazenil.;bc5cdr;neurological|cardiovascular;;1421;bc5cdr|neurological|cardiovascular
564;6386793;A double-blind study of the efficacy and safety of dothiepin hydrochloride in the treatment of major depressive disorder.;In a 6-week double-blind parallel treatment study, dothiepin and amitriptyline were compared to placebo in the treatment of 33 depressed outpatients. Dothiepin and amitriptyline were equally effective in alleviating the symptoms of depressive illness, and both were significantly superior to placebo. The overall incidence of side effects and the frequency and severity of blurred vision, dry mouth, and drowsiness were significantly less with dothiepin than with amitriptyline. Dothiepin also produced fewer CNS and cardiovascular effects. There were no clinically important changes in laboratory parameters. Dothiepin thus was found to be an effective antidepressant drug associated with fewer side effects than amitriptyline in the treatment of depressed outpatients.;bc5cdr;neurological|cardiovascular;;565;bc5cdr|neurological|cardiovascular
2612;1001030;Brain dynamics: diabetes mellitus and reticular formation;Hypothesis: ACE inhibitors improves stroke outcomes via serotonin pathways. Methods: prospective trial with 426 elderly patients, measuring epinephrine and cerebral cortex. Results: better quality of life measures. Conclusion: safety considerations.;synthetic data;neurological;;2613;synthetic data|neurological
3379;1001612;chemotherapy and angina pectoris: brain insights;Hypothesis: aspirin improves hypertension outcomes via reticular formation pathways. Methods: cross-sectional trial with 332 cardiac patients, measuring bradycardia and neurofibroma. Results: significant improvement in primary endpoints. Conclusion: clinical relevance.;synthetic data;neurological|cardiovascular;;3380;synthetic data|neurological|cardiovascular
